-1.328	-6.932	-2.021	-15.873	14.528	-36.055
-1.398	-7.827	-2.180	-17.153	14.167	-34.730
-1.476	-8.761	-2.352	-18.578	13.819	-33.379
-1.564	-9.743	-2.538	-20.159	13.485	-31.991
-1.661	-10.786	-2.740	-21.904	13.165	-30.554
-1.769	-11.899	-2.959	-23.828	12.859	-29.055
-1.888	-13.093	-3.198	-25.942	12.568	-27.477
-2.019	-14.379	-3.457	-28.260	12.293	-25.800
-2.163	-15.769	-3.740	-30.797	12.035	-24.001
-2.321	-17.273	-4.048	-33.566	11.794	-22.055
-2.494	-18.904	-4.384	-36.583	11.574	-19.928
-2.683	-20.674	-4.751	-39.861	11.374	-17.584
-2.890	-22.594	-5.150	-43.411	11.198	-14.978
-3.116	-24.678	-5.584	-47.244	11.048	-12.060
-3.363	-26.937	-6.057	-51.364	10.927	-8.768
-3.633	-29.382	-6.571	-55.772	10.840	-5.032
-3.927	-32.024	-7.130	-60.459	10.789	-0.773
-4.248	-34.870	-7.735	-65.404	10.782	4.104
-4.597	-37.927	-8.389	-70.570	10.823	9.703
-4.976	-41.194	-9.096	-75.902	10.920	16.145
-5.389	-44.668	-9.856	-81.314	11.081	23.559
-5.836	-48.337	-10.670	-86.689	11.317	32.087
-6.320	-52.176	-11.537	-91.863	11.638	41.877
-6.842	-56.149	-12.457	-96.621	12.058	53.076
-7.404	-60.200	-13.424	-100.681	12.589	65.822
-8.007	-64.252	-14.432	-103.684	13.248	80.223
-8.650	-68.199	-15.470	-105.188	14.051	96.341
-9.332	-71.902	-16.523	-104.658	15.015	114.157
-10.052	-75.181	-17.570	-101.469	16.158	133.533
-10.805	-77.812	-18.586	-94.923	17.495	154.166
-11.584	-79.525	-19.536	-84.280	19.038	175.534
-12.380	-80.001	-20.380	-68.818	20.795	196.844
-13.181	-78.882	-21.069	-47.928	22.765	216.989
-13.970	-75.783	-21.548	-21.238	24.937	234.536
-14.729	-70.323	-21.761	11.230	27.285	247.753
-15.433	-62.160	-21.649	48.888	29.765	254.723
-16.055	-51.044	-21.159	90.433	32.315	253.537
-16.566	-36.882	-20.254	133.775	34.853	242.584
-16.935	-19.799	-18.915	176.089	37.281	220.909
-17.133	-0.191	-17.152	214.052	39.492	188.561
-17.135	21.255	-15.010	244.274	41.380	146.846
-16.922	43.579	-12.564	263.857	42.850	98.354
-16.486	65.629	-9.923	270.969	43.834	46.705
-15.829	86.183	-7.211	265.254	44.302	-3.996
-14.966	104.108	-4.556	247.937	44.262	-49.849
-13.924	118.506	-2.074	221.560	43.763	-87.824
-12.738	128.821	0.144	189.445	42.884	-116.191
-11.449	134.890	2.040	155.041	41.721	-134.614
-10.098	136.907	3.592	121.355	40.373	-143.938
-8.728	135.350	4.807	90.609	38.932	-145.775
-7.373	130.872	5.714	64.131	37.473	-142.059
